3.072e+00 7.590e-01 2.160e-01 3.03e-01 7.24e+00 1.91904e-01 9.44642e+01 3.05088e-01 2.040e+01 3.42816e-02 1.68750e+01 3.57993e-01 3.645e+00 4.96470e-02 2.44386e+01 2.84521e-01 5.279e+00
3.901e+00 6.420e-01 2.890e-01 3.39e-01 6.56e+00 1.41920e-02 3.53841e-01 3.57687e-01 1.023e-01 2.41125e-03 6.01184e-02 3.75783e-01 1.737e-02 3.40091e-03 8.47932e-02 3.56130e-01 2.451e-02
4.430e+00 7.270e-01 1.260e-01 2.40e-01 6.23e+00 1.49742e-01 1.77001e+01 2.83451e-01 2.230e+00 1.80433e-02 2.13279e+00 3.65605e-01 2.687e-01 3.72596e-02 4.40422e+00 2.60183e-01 5.549e-01
4.523e+00 8.660e-01 2.400e-01 3.77e-01 4.44e+00 2.00144e-03 1.93234e-01 3.38548e-01 4.638e-02 1.72848e-04 1.66880e-02 3.45389e-01 4.005e-03 9.18525e-04 8.86813e-02 3.35962e-01 2.128e-02
5.246e+00 6.060e-01 1.830e-01 3.93e-01 7.57e+00 2.12159e-03 7.07451e-02 3.20206e-01 1.295e-02 3.65754e-04 1.21962e-02 3.21146e-01 2.232e-03 5.84894e-04 1.95035e-02 3.26178e-01 3.569e-03
5.589e+00 6.110e-01 2.310e-01 3.73e-01 6.96e+00 1.80492e-03 4.34275e-02 3.33433e-01 1.003e-02 2.88271e-04 6.93600e-03 3.30640e-01 1.602e-03 5.60177e-04 1.34782e-02 3.45201e-01 3.113e-03
5.679e+00 8.430e-01 1.960e-01 4.36e-01 4.65e+00 1.16623e-03 4.37709e-02 3.54552e-01 8.579e-03 2.13288e-04 8.00512e-03 3.75380e-01 1.569e-03 2.69872e-04 1.01288e-02 3.69614e-01 1.985e-03
5.959e+00 7.850e-01 1.310e-01 2.67e-01 6.73e+00 4.63252e-03 9.07386e-02 3.17152e-01 1.189e-02 9.12641e-04 1.78762e-02 3.42808e-01 2.342e-03 1.30118e-03 2.54866e-02 3.02524e-01 3.339e-03
6.224e+00 8.260e-01 3.320e-01 1.34e-01 6.80e+00 5.94519e-04 2.14169e-03 2.32116e-01 7.110e-04 8.04884e-05 2.89950e-04 2.18306e-01 9.626e-05 1.90793e-04 6.87312e-04 2.29119e-01 2.282e-04
6.255e+00 8.190e-01 1.990e-01 3.12e-01 4.29e+00 2.41108e-03 4.05260e-02 3.58623e-01 8.065e-03 4.93036e-04 8.28706e-03 4.02146e-01 1.649e-03 6.67375e-04 1.12174e-02 3.41195e-01 2.232e-03
6.368e+00 7.810e-01 1.330e-01 4.77e-01 6.02e+00 4.60635e-04 2.03963e-02 3.77307e-01 2.713e-03 9.68143e-05 4.28682e-03 3.71704e-01 5.701e-04 1.08829e-04 4.81882e-03 3.94417e-01 6.409e-04
8.127e+00 7.120e-01 4.400e-02 3.55e-01 5.07e+00 2.11668e-04 1.86343e-02 3.45192e-01 8.199e-04 4.63829e-05 4.08334e-03 3.42539e-01 1.797e-04 4.95013e-05 4.35786e-03 3.48833e-01 1.917e-04
8.241e+00 8.530e-01 1.540e-01 1.78e-01 5.53e+00 1.02965e-03 1.09819e-02 3.24524e-01 1.691e-03 1.64780e-04 1.75750e-03 3.36118e-01 2.707e-04 2.90072e-04 3.09383e-03 3.20037e-01 4.765e-04
8.330e+00 6.630e-01 5.700e-02 4.26e-01 7.43e+00 1.52496e-04 1.63861e-02 3.84442e-01 9.340e-04 4.24681e-05 4.56331e-03 3.72183e-01 2.601e-04 2.50310e-05 2.68964e-03 3.97586e-01 1.533e-04
8.484e+00 7.740e-01 1.140e-01 3.45e-01 6.27e+00 1.29092e-03 3.96255e-02 3.28348e-01 4.517e-03 2.60907e-04 8.00869e-03 3.47006e-01 9.130e-04 3.65925e-04 1.12323e-02 3.22164e-01 1.280e-03
8.896e+00 6.160e-01 1.500e-02 4.61e-01 5.42e+00 4.24416e-06 2.07232e-03 4.56668e-01 3.108e-05 2.70637e-06 1.32145e-03 4.56455e-01 1.982e-05 5.09400e-07 2.48728e-04 4.59110e-01 3.731e-06
9.078e+00 7.700e-01 7.200e-02 3.25e-01 6.40e+00 7.02329e-04 3.15456e-02 3.22940e-01 2.271e-03 1.14056e-04 5.12291e-03 3.42401e-01 3.688e-04 2.05266e-04 9.21967e-03 3.16675e-01 6.638e-04
9.381e+00 7.920e-01 6.400e-02 4.05e-01 5.22e+00 2.02448e-04 1.57553e-02 3.74609e-01 1.008e-03 5.73388e-05 4.46232e-03 3.65283e-01 2.856e-04 3.56643e-05 2.77553e-03 3.86383e-01 1.776e-04
9.677e+00 7.370e-01 1.090e-01 4.18e-01 5.66e+00 2.58666e-04 1.28615e-02 3.83258e-01 1.402e-03 8.77218e-05 4.36176e-03 3.79800e-01 4.754e-04 2.79786e-05 1.39117e-03 3.96241e-01 1.516e-04
9.851e+00 6.810e-01 9.800e-02 4.86e-01 4.05e+00 1.37037e-04 7.28514e-03 4.26264e-01 7.139e-04 6.03563e-05 3.20865e-03 4.07464e-01 3.144e-04 1.20811e-05 6.42254e-04 4.68345e-01 6.294e-05
